ï»¿imdbID,Title,Year,Genre,Director,Actors,Plot,imdbRating,imdbVotes,Poster,Rated,Released,Runtime,Writer,Language,Country,Awards,Ratings,Metascore,Type,Cluster
tt4377864,The Pearl Button,2015,Documentary,Patricio GuzmÃ¡n,"MartÃ­n CalderÃ³n, Cristina, Patricio GuzmÃ¡n","The ocean contains the history of all humanity. The sea holds all the voices of the earth and those that come from outer space. Water receives impetus from the stars and transmits it to living creatures. Water, the longest border in Chile, also holds the secret of two mysterious buttons which were found on its ocean floor. Chile, with its 2,670 miles of coastline and the largest archipelago in the world, presents a supernatural landscape. In it are volcanoes, mountains and glaciers. In it are the voices of the Patagonian Indigenous people, the first English sailors and also those of its political prisoners. Some say that water has memory. This film shows that it also has a voice.",7.6,"2,954",https://m.media-amazon.com/images/M/MV5BMTU1MjIxMjA0N15BMl5BanBnXkFtZTgwMDI5NjQwNzE@._V1_SX300.jpg,Not Rated,15 Oct 2015,82 min,Patricio GuzmÃ¡n,Spanish,"France, Spain, Chile, Switzerland",11 wins & 11 nominations,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,movie,2
tt6087426,Still/Born,2017,"Horror, Thriller",Brandon Christensen,"Christie Burke, Jesse Moss, Rebecca Olson","Mary, a new mother, gives birth to twins, but only one of them is alive. While taking care of her living child, Adam, she suspects that something, a supernatural entity, has chosen him and will stop at nothing to take him from her.",5.4,"4,636",https://m.media-amazon.com/images/M/MV5BZjVkOTVmNWYtNTQzMy00YzhhLTk2ZTUtMmI3NGZmZjVmN2RkXkEyXkFqcGc@._V1_SX300.jpg,R,09 Feb 2018,87 min,"Colin Minihan, Brandon Christensen",English,Canada,3 wins & 2 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,movie,1
tt2177843,We Are Legion: The Story of the Hacktivists,2012,Documentary,Brian Knappenberger,"Anon2World, Anonyops, Julian Assange","WE ARE LEGION: The Story of the Hacktivists, takes us inside the complex culture and history of Anonymous. The film explores early hacktivist groups like Cult of the Dead Cow and Electronic Disturbance Theater, and then moves to Anonymous' own raucous and unruly beginnings on the website 4Chan. Through interviews with current members - some recently returned from prison, others still awaiting trial - as well as writers, academics and major players in various ""raids,"" WE ARE LEGION traces the collective's breathtaking evolution from merry pranksters to a full-blown, global movement, one armed with new weapons of civil disobedience for an online world.",7.2,"10,487",https://m.media-amazon.com/images/M/MV5BMzU4NjU1NDQwMF5BMl5BanBnXkFtZTcwNDg4NjI0OA@@._V1_SX300.jpg,Not Rated,30 Oct 2012,93 min,Brian Knappenberger,English,"United States, United Kingdom",3 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,movie,3
tt1292648,Plastic Planet,2009,Documentary,Werner Boote,"Werner Boote, John Taylor, Peter Lieberzeit","Werner Boote presents an up-close and personal view of the controversial and fascinating material that has found its way into every facet of our daily lives: plastic. He takes us on a journey around the globe, showing that plastics have become a threat for both environment and human health.",7.2,"1,240",https://m.media-amazon.com/images/M/MV5BMjAwOTg1NTExMV5BMl5BanBnXkFtZTcwNDEzNzY5Mg@@._V1_SX300.jpg,TV-G,18 Sep 2009,95 min,Werner Boote,"English, German, Italian, Dutch, French, Japanese","Austria, Germany",1 win & 1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,movie,2
tt0452694,The Time Traveler's Wife,2009,"Drama, Fantasy, Romance",Robert Schwentke,"Eric Bana, Rachel McAdams, Ron Livingston","When Henry DeTamble meets Clare Abshire in a Chicago library they both understand that he is a time traveler, but she knows much more about him as he has not yet been to the times and places where they have already met. He falls in love with her, as she has already with him, but his continuing unavoidable absences while time traveling - and then returning with increasing knowledge of their future - makes things ever more difficult for Clare.",7.1,"164,455",https://m.media-amazon.com/images/M/MV5BOGU4M2JjNmEtYTVkOS00ZWY5LTllODQtNWExN2U1NzQwZGEwXkEyXkFqcGc@._V1_SX300.jpg,PG-13,14 Aug 2009,107 min,"Bruce Joel Rubin, Audrey Niffenegger","English, German",United States,1 win & 5 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,movie,4
tt9337574,Sisters on Track,2021,"Documentary, Sport","Tone GrÃ¸ttjord-Glenne, Corinne van der Borch","Tai Sheppard, Rainn Sheppard, Brooke Sheppard","A coming of age story about hope, belonging, and the metaphorical and literal sisterhood of young athletes Tai, Rainn, and Brooke Sheppard living in New York.",6.1,241,https://m.media-amazon.com/images/M/MV5BZWFlY2Q5ZDEtNDk0YS00Zjg1LTg3ODctYTUxNjA1ZGU0ODUwXkEyXkFqcGc@._V1_SX300.jpg,PG,24 Jun 2021,96 min,Sean Gullette,English,United States,1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,movie,3
tt13432484,Zeros and Ones,2021,"Action, Adventure, Mystery",Abel Ferrara,"Ethan Hawke, Cristina Chiriac, Phil Neilson","JJ is a soldier who's been tasked with preventing an imminent terrorist threat to the Vatican. While he's in Rome, though, he is also eager on finding his anarchist brother, a political prisoner who may or may not already be dead. In addition there's an obvious race against time and plenty of enemies.",3.3,"3,303",https://m.media-amazon.com/images/M/MV5BNDYwYTE2ZmUtYmViMy00ODcxLThlZTYtMDkzYTgxYzE2YjI2XkEyXkFqcGc@._V1_SX300.jpg,R,19 Nov 2021,87 min,Abel Ferrara,"English, Italian, Persian","Germany, United States, United Kingdom, Italy",1 win & 1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,movie,1
tt6528290,Knights of the Zodiac,2023,"Action, Adventure, Drama",Tomasz Baginski,"Mackenyu, Famke Janssen, Madison Iseman","When a goddess of war reincarnates in the body of a young girl, street orphan Seiya discovers that he is destined to protect her and save the world. But only if he can face his own past and become a Knight of the Zodiac.",4.4,"16,938",https://m.media-amazon.com/images/M/MV5BMTVmMjZiN2QtYzgzYy00ZThjLThmZDQtYjVhNWFkMTkyMTM5XkEyXkFqcGc@._V1_SX300.jpg,PG-13,12 May 2023,112 min,"Josh Campbell, Matt Stuecken, Kiel Murray",English,"United States, Japan, Hungary",1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,movie,2
tt4244994,The Last Duel,2021,"Drama, History, Thriller",Ridley Scott,"Matt Damon, Adam Driver, Jodie Comer","Based on the true story of France's last trial by combat in the Middle Ages. Knight Jean de Carrouges challenges his former friend Jacques Le Gris to a duel after Jean's wife Marguerite accuses Le Gris of rape. Told in multiple ""Rashomon-style"" points of view.",7.3,"202,384",https://m.media-amazon.com/images/M/MV5BZGZiNDFkNDgtNDlmNS00NzZmLTg4MmItMzJkYjdmMjJkZDliXkEyXkFqcGc@._V1_SX300.jpg,R,15 Oct 2021,152 min,"Nicole Holofcener, Ben Affleck, Matt Damon","English, German, French, Latin","United States, United Kingdom",5 wins & 44 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,movie,3
tt0889583,BrÃ¼no,2009,Comedy,Larry Charles,"Sacha Baron Cohen, Gustaf Hammarsten, Clifford BaÃ±agale","BrÃ¼no is a gay Austrian fashion guru. He has his own fashion based television show, Funkyzeit, the most popular German-language show of its kind outside of Germany. After he disgraces himself in front of his Funkyzeit fan base, he is ruined in German speaking Europe. He decides that in his quest for worldwide fame, he will move to Los Angeles and reinvent himself. Accompanying him to the US is Lutz, his former assistant's assistant. Lutz is the only person left in his circle that still believes in BrÃ¼no's greatness. BrÃ¼no goes through one reinvention of himself after another, ultimately straying to areas far removed from his own self. Perhaps when BrÃ¼no finds an activity that he truly does love, he will also find that Ã¼ber-fame he so desperately desires.",5.9,"156,952",https://m.media-amazon.com/images/M/MV5BMTUwNDIwNDE5MV5BMl5BanBnXkFtZTcwMDA2MzA1Mg@@._V1_SX300.jpg,R,10 Jul 2009,81 min,"Sacha Baron Cohen, Anthony Hines, Dan Mazer","English, German","United Kingdom, United States",2 wins & 5 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,movie,1
tt1144811,Pornography: A Thriller,2009,"Crime, Horror, Mystery",David Kittredge,"Matthew Montgomery, Pete Scherer, Jared Grey","A gay porn star's mysterious disappearance becomes an obsession for both a writer and another adult film star, leading them into dark supernatural corners that were never meant to be explored.",4.8,595,https://m.media-amazon.com/images/M/MV5BMTM3MDkwNDM1OV5BMl5BanBnXkFtZTcwNTI1NDk2Mw@@._V1_SX300.jpg,Unrated,08 Jul 2010,113 min,David Kittredge,English,United States,2 wins,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,movie,3
tt2177511,Caesar Must Die,2012,Drama,"Paolo Taviani, Vittorio Taviani","Cosimo Rega, Salvatore Striano, Giovanni Arcuri","In Rebibbia Prison in Italy, its inmate theatre program puts on a well received production of William Shakespeare's Julius Caesar. The film goes back several months earlier as the coordinators announces the play as the program's production of the year. With that project set, we see its creation as the cast is auditioned and selected for this artistic challenge. As they rehearse, the prisoners, many of whom are long termers and lifers for serious crimes, find that the classic play has both a striking resonance and contrast to their confined lives.",7.3,"6,913",https://m.media-amazon.com/images/M/MV5BZTk5MjBmODYtMTMxZS00NmZjLWI3YTUtODRiN2QyYTFiMGJiXkEyXkFqcGc@._V1_SX300.jpg,Unrated,02 Mar 2012,77 min,"William Shakespeare, Paolo Taviani, Vittorio Taviani",Italian,Italy,16 wins & 21 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,movie,1
tt5642124,Lover for a Day,2017,Drama,Philippe Garrel,"Ãric Caravaca, Esther Garrel, Louise Chevillotte","For three months, Gilles, a philosophy professor has been having a romance with Ariane, who is one of his students and a philandering part-time porn model. His daughter, Jeanne, the same age as his mistress, arrives at his house unexpectedly after a violent breakup. Jeanne is recovering from the end of her first real love story and does not seem offended by the age difference between her father and the young woman. They understand each other, because both are determined to live their love stories intensely. The intimate domestic trio discuss love, fidelity and friendship and Arianne frequently becomes jealous when father and daughter spend the evening together. The two women are also bound by a secret they each know about each other.",6.6,"2,534",https://m.media-amazon.com/images/M/MV5BZjM0Nzc5ZDQtYjI2Zi00ZmQ3LThkNTctMmYwMjcxZDNjZjZiXkEyXkFqcGc@._V1_SX300.jpg,Not Rated,12 Jan 2018,76 min,"Jean-Claude CarriÃ¨re, Caroline Deruas, Philippe Garrel",French,France,2 wins & 4 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,movie,2
tt1843840,The Last Time I Saw Macao,2012,"Crime, Drama, Musical","JoÃ£o Pedro Rodrigues, JoÃ£o Rui Guerra da Mata","Cindy Scrash, JoÃ£o Rui Guerra da Mata, JoÃ£o Pedro Rodrigues","Two filmmakers leave to Macao in an adventure of discovery of a city-labyrinth, multicultural and mysterious, where the memories of the childhood - featured memories by the lived reality in Macao - have a dialog with the memories of the East built by the codes of the cinema and the literature - memories lived on a featured reality-, creating a testimony which tries to raise the veil on the past and the present time. A personal album of physical and emotional geography, structured as an investigation disguised as a thriller, where the puzzle of the history challenges the reality.",6.2,587,https://m.media-amazon.com/images/M/MV5BMjIzMjIwNTY3NV5BMl5BanBnXkFtZTgwMzgxMjIxMDE@._V1_SX300.jpg,Unrated,12 Oct 2012,82 min,"JoÃ£o Pedro Rodrigues, JoÃ£o Rui Guerra da Mata","Portuguese, Cantonese, English","Portugal, France, Macao",10 wins & 7 nominations,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,movie,0
tt1937449,At Any Price,2012,"Drama, Sport, Thriller",Ramin Bahrani,"Dennis Quaid, Zac Efron, Kim Dickens","In the competitive world of modern agriculture, ambitious Henry Whipple wants his rebellious son Dean to help expand his family's farming empire. However, Dean has his sights set on becoming a professional race car driver. When a high-stakes investigation into their business is exposed, father and son are pushed into an unexpected crisis that threatens the family's entire livelihood.",5.6,"8,068",https://m.media-amazon.com/images/M/MV5BMTc1Nzg0NDEwOV5BMl5BanBnXkFtZTcwODUxNTgxOQ@@._V1_SX300.jpg,R,01 May 2013,105 min,"Ramin Bahrani, Hallie Elizabeth Newton",English,United States,1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,movie,1
tt3591436,Night Owls,2015,"Comedy, Drama",Charles Hood,"Adam Pally, Rosa Salazar, Rob Huebel","After workaholic Kevin has a drunken one night stand with the beautiful train-wreck Madeline, he's horrified to discover that she's actually his boss' jilted ex-mistress. When she takes a bottle of sleeping pills, Kevin is forced to keep her awake... and over the course of the night the two begin to fall for each other.",6.2,"2,646",https://m.media-amazon.com/images/M/MV5BZmYwMTc3ZDgtMGJkOC00OTEyLWI3MjEtMDdjNDIwMTcwZDljXkEyXkFqcGc@._V1_SX300.jpg,R,15 Jul 2016,90 min,"Seth Goldsmith, Charles Hood",English,United States,4 wins & 1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,movie,4
tt1937419,London: The Modern Babylon,2012,"Documentary, History, Music",Julien Temple,"Keith Allen, Michael Gambon, Steve Jones",London: The Modern Babylon is legendary director Julien Temple's (Joe Strummer - The Future is Unwritten) epic time-traveling voyage to the heart of his hometown.,7.2,663,https://m.media-amazon.com/images/M/MV5BMTkyNzI4NTI5OF5BMl5BanBnXkFtZTgwODc4NTA2MDE@._V1_SX300.jpg,Not Rated,03 Aug 2012,125 min,Julien Temple,English,United Kingdom,6 nominations,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,movie,1
tt1182345,Moon,2009,"Drama, Mystery, Sci-Fi",Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott","Sam Bell has a three year contract to work for Lunar Industries. For the contract's entire duration, he is the sole employee based at their lunar station. His primary job responsibility is to harvest and periodically rocket back to Earth supplies of helium-3, the current clean and abundant fuel used on Earth. There is no direct communication link available between the lunar station and Earth, so his only direct real-time interaction is with GERTY, the intelligent computer whose function is to attend to his day to day needs. With such little human contact and all of it indirect, he feels that three years is far too long to be so isolated; he knows he is beginning to hallucinate as the end of his three years approaches. All he wants is to return to Earth to be with his wife Tess and their infant daughter Eve, who was born just prior to his leaving for this job. With two weeks to go, he gets into an accident at one of the mechanical harvesters and is rendered unconscious. Injured, he awakens back at the station in the infirmary, he assumes assisted by GERTY. GERTY tells him that a rescue team named Eliza will come to the station to clean up the aftermath of the accident. After his recuperation, he takes an unauthorized trip back to the broken harvester, where he makes an unexpected discovery. Because of his find, he begins to doubt his sanity, then his true identity, then the company and GERTY's willingness to do what is best for him. Because of his resulting beliefs, his sole mission becomes how to get back to Earth on his own.",7.8,"391,414",https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,R,10 Jul 2009,97 min,"Duncan Jones, Nathan Parker","English, Spanish","United Kingdom, United States",Won 1 BAFTA Award28 wins & 37 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,movie,2
tt0362478,The Box,2009,"Drama, Mystery, Thriller",Richard Kelly,"Cameron Diaz, James Marsden, Frank Langella","Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However, pressing this button will simultaneously cause the death of another human being somewhere in the world, someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",5.6,"96,914",https://m.media-amazon.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@._V1_SX300.jpg,PG-13,06 Nov 2009,115 min,"Richard Kelly, Richard Matheson",English,United States,1 win & 6 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,movie,2
tt0814335,The Stepfather,2009,"Mystery, Thriller",Nelson McCormick,"Penn Badgley, Dylan Walsh, Sela Ward","Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",5.6,"42,137",https://m.media-amazon.com/images/M/MV5BMTQ3ODU5OTUwMl5BMl5BanBnXkFtZTcwOTczNDU2Mg@@._V1_SX300.jpg,PG-13,16 Oct 2009,101 min,"J.S. Cardone, Donald E. Westlake, Carolyn Lefcourt","English, German",United States,2 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33.0,movie,2
tt7557108,Saint Maud,2019,"Drama, Horror, Mystery",Rose Glass,"Morfydd Clark, Caoilfhionn Dunne, Jennifer Ehle","There, but for the grace of God, goes Maud, a reclusive young nurse whose impressionable demeanor causes her to pursue a pious path of Christian devotion after an obscure trauma. Now charged with the hospice care of Amanda, a retired dancer ravaged by cancer, Maud's fervent faith quickly inspires an obsessive conviction that she must save her ward's soul from eternal damnation - whatever the cost. Making her feature-film debut, writer/director Rose Glass cannily lures the audience into this disturbed psyche, steadily setting up her veritable diary of a country nurse for an unnerving and ultimately shocking trajectory. Morfydd Clark (also at the Festival in The Personal History of David Copperfield) portrays the sanctimonious Maud with an intense stoicism that belies a disquieting vulnerability, as Maud desperately vies for absolution and solidarity from her embittered patient (an enthralling Jennifer Ehle, also at the Festival in Beneath the Blue Suburban Skies). Glass tenderly captures this relationship with an empathetic gaze that first assumes an ethereal, dreamlike atmosphere - but it isn't long before Maud's dogmatic candor incites an irreconcilable friction that spirals her mind into a suffocating confluence of creeping doubt and paranoia. As Glass tightens the screws on her misguided martyr, well-placed nods are made to religious horror forerunners like William Friedkin's The Exorcist, further contributing to the film's increasingly dread-filled malaise. And when this insidious fever climatically breaks, the consequences are devastating and terrifying in equal measure.",6.6,"52,802",https://m.media-amazon.com/images/M/MV5BNzIwMjVlMWMtMGRiYi00OTQyLThhYjEtMDQxMThjMmQ2ODBiXkEyXkFqcGc@._V1_SX300.jpg,R,12 Feb 2021,84 min,Rose Glass,"English, Welsh",United Kingdom,Nominated for 2 BAFTA 11 wins & 33 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.0,movie,3
tt3809478,The Kind Words,2015,Drama,Shemi Zarhin,"Rotem Zissman-Cohen, Roy Assaf, Rassabn Abes",Follows three siblings who are going to discover the greatest secret of their late mother. This trip is going to change their lives.,6.9,299,https://m.media-amazon.com/images/M/MV5BMjEyMDA2MDkwNF5BMl5BanBnXkFtZTgwODg2OTgwOTE@._V1_SX300.jpg,Not Rated,28 May 2015,118 min,Shemi Zarhin,"French, Hebrew","Israel, Canada",12 nominations,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,movie,4
tt1843287,Like Someone in Love,2012,Drama,Abbas Kiarostami,"Rin Takanashi, Tadashi Okuno, RyÃ´ Kase",Like Someone in Love I is a Japanese-language film directed by Iranian director Abbas Kiarostami. It was selected to be screened in the main competition section at the 2012 Cannes Film Festival. Written by Abbas Kiarostami.,7.0,"13,653",https://m.media-amazon.com/images/M/MV5BODAyMjQ4NzE1OF5BMl5BanBnXkFtZTcwMTQzMDYwOQ@@._V1_SX300.jpg,Not Rated,15 Sep 2012,109 min,"Abbas Kiarostami, Mohammad Rahmani",Japanese,"Japan, France",1 win & 6 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,movie,4
tt2674454,Churchill,2017,"Biography, Drama, History",Jonathan Teplitzky,"Brian Cox, Miranda Richardson, John Slattery","June 1944. Allied Forces stand on the brink: a massive army is secretly assembled on the south coast of Britain, poised to re-take Nazi-occupied Europe. One man stands in their way: Winston Churchill. Behind the iconic figure and rousing speeches: a man who has faced political ridicule, military failure and a speech impediment. An impulsive, sometimes bullying personality - fearful, obsessive and hurting. Fearful of repeating, on his disastrous command, the mass slaughter of 1915, when hundreds of thousands of young men were cut down on the beaches of Gallipoli. Obsessed with fulfilling historical greatness: his destiny. Exhausted by years of war and plagued by depression, Churchill is a shadow of the hero who has resisted Hitler's Blitzkrieg. Should the D-Day landings fail, he is terrified he'll be remembered as an architect of carnage. Political opponents sharpen their knives. General Eisenhower and Field Marshal Montgomery are increasingly frustrated by Churchill's attempts to stop the invasion. King George VI must intervene. Only the support of Churchill's brilliant, yet exasperated wife Clementine can halt the Prime Minister's physical and mental collapse. The untold story of Britain's most celebrated leader, uncovering the true nature of Churchill's herculean war-time status and his vital relationship with ""Clemmie"" - his backbone and total confidant...the love that inspired him to greatness.",6.0,"16,001",https://m.media-amazon.com/images/M/MV5BNDBmMjZkNGUtNDdiYS00MmJjLWFiY2QtZjhkZTVjYzgwMGZlXkEyXkFqcGc@._V1_SX300.jpg,PG,02 Jun 2017,105 min,Alex von Tunzelmann,English,United Kingdom,1 win total,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,movie,3
tt2176504,The End of Time,2012,Documentary,Peter Mettler,"Peter Mettler, Freya Blekman, Richie Hawtin",Explores our perception of time.,6.1,425,https://m.media-amazon.com/images/M/MV5BMTQ0MDI5ODc5N15BMl5BanBnXkFtZTcwNjcwNjkxOA@@._V1_SX300.jpg,TV-G,09 May 2013,109 min,"Alexandra Rockingham Gill, Peter Mettler",English,"Switzerland, Canada",1 win & 9 nominations,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,movie,4
tt2369047,Horses of God,2012,Drama,Nabil Ayouch,"Abdelhakim Rachid, Abdelilah Rachid, Hamza Souidek",A fictional account of the lives of the men responsible for the suicide bombings in Casablanca in 2003.,7.3,"2,081",https://m.media-amazon.com/images/M/MV5BNTk3NzE0MDAwOF5BMl5BanBnXkFtZTgwMjgzMTA3MTE@._V1_SX300.jpg,Not Rated,13 Feb 2013,115 min,"Jamal Belmahi, Mahi Binebine, Nadia Kamali","Arabic, French","France, Belgium, Tunisia, Morocco",10 wins & 5 nominations,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,movie,2
tt1666801,The DUFF,2015,"Comedy, Romance",Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell","Bianca is a content high school senior whose world is shattered when she learns the student body knows her as 'The DUFF' (Designated Ugly Fat Friend) to her prettier, more popular friends. Now, despite the words of caution from her favorite teacher, she puts aside the potential distraction of her crush, Toby, and enlists Wesley, a slick but charming jock, to help reinvent herself. To save her senior year from turning into a total disaster, Bianca must find the confidence to overthrow the school's ruthless label maker Madison and remind everyone that no matter what people look or act like, we are all someone's DUFF.",6.4,"105,770",https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,PG-13,20 Feb 2015,101 min,"Josh A. Cagan, Kody Keplinger","English, Spanish",United States,1 win & 8 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,movie,1
tt0293429,Mortal Kombat,2021,"Action, Adventure, Fantasy",Simon McQuoid,"Lewis Tan, Jessica McNamee, Josh Lawson","MMA fighter Cole Young (Lewis Tan), accustomed to taking a beating for money, is unaware of his heritage-or why Outworld's Emperor Shang Tsung (Chin Han) has sent his best warrior, Sub-Zero (Joe Taslim), an otherworldly Cryomancer, to hunt Cole down. Fearing for his family's safety, Cole goes in search of Sonya Blade (Jessica McNamee) at the direction of Jax (Mehcad Brooks), a Special Forces Major who bears the same strange dragon marking Cole was born with. Soon, he finds himself at the temple of Lord Raiden (Tadanobu Asano), an Elder God and the protector of Earthrealm, who grants sanctuary to those who bear the mark. Here, Cole trains with experienced warriors Liu Kang (Ludi Lin), Kung Lao (Max Huang) and rogue mercenary Kano (Josh Lawson), as he prepares to stand with Earth's greatest champions against the enemies of Outworld in a high stakes battle for the universe. But will Cole be pushed hard enough to unlock his arcana-the immense power from within his soul-in time to save not only his family but to stop Outworld once and for all?",6.1,"201,721",https://m.media-amazon.com/images/M/MV5BNmRmN2I5M2EtNDA1Ny00N2ZmLWE3YWYtMjQ1NTFjY2Q4NWM5XkEyXkFqcGc@._V1_SX300.jpg,R,23 Apr 2021,110 min,"Greg Russo, Dave Callaham, Oren Uziel","English, Japanese, Chinese",United States,4 wins & 10 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,movie,1
