Title,Plot_clean,Genre_list
Apocalypse 2012,december date lot sane people believe disaster strike planet looming doomsday deadline pushing people around globe protect believe coming,['Documentary']
Burn Like the Sun,story young girl radicalized take vengeance threat society perceives also story politician looking something,['Thriller']
Les fils du vent,hold travel permit instead identity card free poignant brotherly brother wind filmed bruno le jean music documentary angelo debarre ninine garcia tchavolo schmitt moreno djangostyle swing permanently caress guitar much concert bruno le jean captured rather soul hero using image sense composition movement everything emotion humour poetry crafted tact sensitivity gadjo truly understands gypsy culture le fils du vent indisputable success,['Documentary']
Lost Grrrls: Riot Grrrl in Los Angeles,every book documentary riot grrrl left los angeles scene riot grrrl la break many racial musical stereotype accepted riot grrrl,['Documentary']
Let Freedom Sing: How Music Inspired the Civil Rights Movement,brief moment time daring innovative musician stood crossroad revolution music culture across one turbulent period american historyfrom early civil right era watergatethey brought music medium message together never composing soundtrack perfectly tuned tempo pulse time,['Documentary']
The Only Which Way Is Out,back long hall phillo truck stopped young hopeful looking ride next state wanting offend kid tell hop board make friend orvile hit orville three head next state sharing memory history arriving next state three discus plan agree partner quest another way life dogma met trainer new prize fighting team phillo called almost every aspect experience orville new manager prepare big money prize bout able arrange organize show commences mayhem hilarious comedy scene wished happened movie moving fast one last time take way turn last rightside victory way,['Adventure']
Amy Makes Three,psychological thriller carla greg forrest loving young couple preparing birth beautiful daughter however baby amys birth come spirit danger one could imagined,"['Horror', 'Thriller']"
RiffTrax Presents: Atom Age Vampire,every generation film come along truly life title people dubbed seddok heir satan italian english decided rename resulted atom age vampire could b,['Horror']
Love at First Hiccup,love first hiccup charming innocent intelligent romantic comedy freshman victor contracted case anyaitis acute incurable lovepassion high school senior anya shouldnt beautiful popular rich incredibly sweet rare innocence word way victor league unfortunately anya also date rich guy peter drive fancy lotus stuffed gucci wallet however chance meeting riddled awkward hiccup soon make spark fly anya victor maybe victor shy goofy charm beat peter arrogance,"['Comedy', 'Romance']"
Uchakattam,u love see gym toned men engaging violence u dont want tax ur brain much u must watch south indian film uchakattam story simple man murdered lady new year eve another lady film incident kidnapped beefy boyfriend try trace rescue break bone million bad guy thakur anoop singh perfectly cast male lead running time reduced minute rating,['Thriller']
Semi-Secret,something hide colonel turn park detective find kidnapped child case quickly spiral control criminal opportunist exgirlfriends get pulled investigation,['Comedy']
Courageous Love,courageous love follows alex shelby encounter romance intrigue trying save family business recently inherited working undercover new york city branch office fall love employee named michelle alex must make difficult decision save company impending collapse follow heart,['Romance']
The Demon of Fears,troubled teen boy ryland wolf hidden secret stumble upon book fear book used summon evil demon us fear eat soul innocent ryalnd group teen meet along way te,['Horror']
Kobbari Matta,kobbarimatta comedy spoof telugu film pedharayudu sampoornesh village headman got misunderstanding son androidu family member solved problem united rest story,['Comedy']
The Dossier,sarah devereaux coming lawyer public prosecutor office assigned bring one notorious ruthless gangland figure country charlie mehigan compiling dossier equally ruthless wife helen found could send helen prison hope would provoke charlie something irrational time passed sarah became frustrated legal system resorted considered unethical method eventually found prison one helen mehigan nave may sarah forethought hide dossier charlie sentence began contained delicate damning information connected charlie people high ranking public figure made dossier valuable document began series event unfold film mysterious figure twist turn sarah subjected intimidation interrogation subterfuge attempt several faction possess dossier sarah inner strength enough survive,['Thriller']
Call of Babylon,call babylon psychological thriller young teenaged girl abducted psychotic middleaged man film focus dynamic two character five year girl abduction well ongoing struggle family knowledge youngest family member vanished without trace,"['Action', 'Thriller']"
Insane,escaping mafia family working frank hiding little town southern italy katia new bos family want revenge frank pay sadomasochist named condom doesnt seem proper killer job accompanied loyal right hand adam condom start blood bath soon forgotten,"['Action', 'Comedy', 'Crime']"
Runaway Radio,upon time life went fully digital radio entertained informed dictated cool theater mind houston klol played big role life rock radio listener,['Documentary']
Self-Taught: Life Stories from Self-Directed Learners,story six extraordinary individual selftaught explores selfdirected education mean impact life ambition work belief whether artist scientist entrepreneur one thing common belief true education capacity author life instead merely accepting one youve handed,['Documentary']
Commuted,danielle metzs triple life sentence commuted got rare chance regain life family shed dreaming prison back home new orleans step different reality commuted trace,['Documentary']
Dead Mine,isolated island indonesia expedition apparently seeking legendary yamashitas gold blue attacked seek refugee abandoned japanese bunker soon discover place secret laboratory world war ii prisoner guinea pig weird experiment trapped inside strong resistant creature created experiment succeed escaping dead mine,"['Action', 'Horror']"
Skid Row Marathon,criminal court judge start running club la notorious skid row club member comprised homeless drug addict recovering single mom paroled murderer consider among least likely succeed train together run international marathon learn dream big reacquainted dignity,['Documentary']
Imaginary Friend,emma lacey chabert beautiful talented artist husband brad ethan embry renowned psychiatrist perfect loving marriage emma psychological issue turned lily amanda schull childhood imaginary friend helped overcome abusive father brad doting husband help console emmas vision get intense brad persuades way keep control take medication lily become emotional support emma,['Thriller']
Dress for Success,finding wrong side union battle refugee turned hotshot fashionista lawyer launch brand designer philanthropy,['Thriller']
Michael Jackson: What Killed the King of Pop,th june death michael jackson shook world musical legacy spanning decade without doubt one world influential musician legend lifetime detail surrounding death surface still question arise seems everybody theory happened calculated murder tragic suicide one thing certain meet eye get inside story interview personal account family closest,['Documentary']
Alléluia,year old one addicted line video game another womanizer decided become dominican monk alleluia follows unique story,['Documentary']
Harry Brown,england retired royal marine harry brown spends lonely life hospital beloved wife kath terminally ill playing chess friend leonard attwell barge pub owned sid rourke death kath len tell grieving friend local gang harassing carrying old bayonet selfdefence harry suggests go police len beaten stabbed death detective inspector alice frampton partner sergeant terry hicock sent investigate pay harry visit dont good news police found evidence bayonet order arrest hoodlum mean case go trial gang would claim selfdefence harry brown see justice granted decides take matter hand,"['Action', 'Crime']"
House by the Lake,story follows morgan loving yet troubled family hoping reconnect vacation autistic yearold daughter miller begin fixate mysterious friend may may real retreat world family tension rise surface,"['Horror', 'Thriller']"
Um Palmo,diogo sneaking house surprised blackout neighborhood get stuck elevator without finding solution waiting diogo forced distract boredom socia,['Thriller']
Unarmed But Dangerous,jimmy loveit born shortened arm due thalidomide talented kick boxer despite handicap ably coached ron jimmy formidable opponent anyone ring one night whilst snuggling wife daughter apartment attacked two gangster whove mistaken flat someone elses wife injured daughter missing jimmy start oneman war crime bos sent hit men,"['Action', 'Comedy', 'Crime']"
The Long Night,luck bartender drawn toronto underworld favour owner bar work,"['Comedy', 'Thriller']"
Prince Edward: The Favourite Child,edward king queen fourth child great level autonomy future compared sibling first child british monarch pursue career private sector known one,['Documentary']
My Step-Dad's a Freakin' Vampire,high school student rusty funkouser find brand new stepdad vampire looking raise serious hell,"['Action', 'Horror']"
Aaviri,aaviri horrorthriller written directed popular tollywood actorfilmmaker ravi babu featuring neha chauhan ravi babu sri muktha bharani shankar mukhtar khan principal role aaviri tentatively slated released october aaviri touted offbeat subject ravi babu always thrives tell unexplored genre,['Thriller']
Slackjaw,rob convinces best buddy become human guinea pig local medical testing facility large controversial corporation promptly loses contact slackjaw mildly absurd bromantic dramedy path personal responsibility amidst divisive fog politicized landscape,['Comedy']
"Le Chevalier au dragon, le roman disparu de la Table ronde",young medievalist emanuele arioli spent ten year piecing together lost novel arthurian legend documentary reconstructs patient quest grail animation adventure knight segurant rescued,['Documentary']
God in Ruins,god ruin revolves around finding one identity ludicrous hallway high school beyond peer pressure student feel daily basis fit belong happens wall start close nick conroy feel wall bearing devise plan school shooting friend derrick tragic car accident nick suffers amnesia recollection hatred felt derrick must come term best friend illness follow original plan confront nick friendship enter permanent amnesia,"['Action', 'Thriller']"
Ilya & Emilia Kabakov: The Ship of Tolerance,first realized oasis town siwa egypt participatory project ship tolerance ilya emilia kabakov meanwhile made appearance venice st moritz,['Documentary']
Wine the Green Revolution,passion poetry film trace life wine maker chosen live closer nature depicts remarkably biodynamic issue,['Documentary']
Doll Killer 2,year original event doll restoration artist stephanie followed charlie crandall new home southern california final game cat mouse,"['Horror', 'Thriller']"
Nigger,pulled compilation raw interview consenting dissenting view myriad people feature documentary film offer deeply personal analytical probe word nigger history usage legacy potency still,['Documentary']
231 Days,november th christian missionary herb gregg walking home caucasus area russia wrestled backseat car abductor pulled sock face next seven month herb w,['Documentary']
Mon Ami,two friend try executing getrichquick plan kidnapping boss daughter plan fall apart must scramble fix situation repair friendship,"['Comedy', 'Crime']"
Minky Momo: Double-O Many Crises,magical girl minky momo gigi begin one strangest adventure must deliver penguin egg spain,['Animation']
Erwan et plus si affinités,erwan back settled done gun crime life peacefully sandra child together friend harry get prison erwan soon tempted one last heist fun get college money young boy gordon,['Comedy']
Somewhere Between Arnold & Festus,documentarian played kate barton think know everything know love cameraman chris jones huge group midwesterners interview quickly learns there much learn subject,['Comedy']
Bopper & Me,scrap metal merchant england travel america mission get hero big bopper inducted rock roll hall fame,['Documentary']
Despite the Gods,cinema prodigal daughter jennifer lynch brave unmapped territory bollywoodhollywood movie making chaos process filmmaking double crash course acceptance selfrealization,['Documentary']
Sargad,sargad young woman elina drive cabin mom younger sister spread dad ash encounter three brother make weekend living hell,"['Horror', 'Thriller']"
Sacerdos,student laura wolf pursued around string friend brutally murdered monk figure seen murder dark robe fight survival begin laura th,['Thriller']
Wild Women - Gentle Beasts,animal tamer various continent shine spotlight struggle existence behind scene toiling smiling female circus artist disclose passion wild animal extraordinary profession daily life full dedication discipline midst mortal danger,['Documentary']
Un brillante propósito,gerardo un agente honesto conocido por sus peculiares mtodos para sacar informacin tendr que trabajar con el aguarrs un peligroso delincuente quien le ayudar esclarecer un importante caso,"['Action', 'Crime']"
Tapetum Lucidum,celebration intimate relationship man animal girl make difficult decision united subtle fabric image exude melancholy universe,['Documentary']
Mirage 2021,data thief discovered hallucinating college student lady bos determined get data money back,"['Short', 'Crime']"
What Really Frightens You,mysterious writer working monster fanzine asks three new yorkers really scare article published primal fear interviewee come true frightened death,['Horror']
"Sule, Ay Need You",sules father farmer whose rich fallen poverty failure become lurah become crazy sule go jakarta asking help uncle salim brother mother supposedly rich instead getting help chased arrested police suspected police fugitive,['Comedy']
A Deadly Adoption,living small town storm lake married upper middle class couple robert sarah benson faced life changing incident five year ago freak accident led pregnant sarah organic hobby farmer losing baby able conceive child anymore feeling guilty fixing broken dock caused accident robert author personal financial management self help book took bottle although sober six month robert dotes child six year old sully constantly worry diabetic condition pursuing adoption sarah belief another child would bring much needed balance life especially getting robert funk state specifically since last book tour remember much due drinking hard partying believe finally found perfect adoption mother bridgette gibson young woman difficult personal situation currently living shelter robert sarah decide let bridgette live child born three month time bridgette entering life accident orchestrated along redneck boyfriend dwayne tisdale keeping couple secret one bensons another dwayne getting alone want secret added one already kept robert balance family best interest whether come clean mixture secret potential lead deadly consequence,['Thriller']
Sadness and Joy in the Life of Giraffes,story tall yearold girl working school project aim explain world work class faced difficult social political question even adult struggle answer,['Adventure']
Best of Luck Laalu,best luck laalu film sixteenyear old boy amatya aka laalu modi ssc mother daksha modi middleclass working woman want see son merit list better future better world laalu dedicated student also want fulfill mother dream like student life like rollercoaster filled fun pressure score well board exam laalus grandfather haresh modi also part laalus hectic preparation try add fun filled pressure life amidst havoc th standard preparation laalu also love interest forum share new aged first love angle film sweet simple fun take situation th standard student awaits lot drama twist turn,['Comedy']
Acts of Love,older boyfriend loses interest filmmaker relocates chicago us dating apps cast new lover amorphous project romantic attraction compatibility attachment mother hate,['Romance']
15 Lakh Kado Aauga,conman try pull biggest scam career political party announces r lakh reward everyone come power,['Comedy']
Straw-Jala-Fu,couple work snacko international spend year perfecting idea forum new snack finally get approved health inspector go market,['Comedy']
Shake Rattle and Roll Fourteen: The Invasion,criticallyacclaimed director chito roo embarks creating three episode titled pamana lost command unwanted graded cinema evaluation board chito roo elevates shake rattle roll series level sane sentient episode enticing story wellexecuted script pamana tell story four cousin receive news inheritance deceased uncle famous horror writer comic book amidst group bickering comic writer creation come life test lost command battalion soldier exploring unknown forest fight zombie plague unwanted tell story couple hank kate trapped mall mysteriously collapse along way meet several survivor help solve mystery,"['Action', 'Adventure', 'Comedy']"
Your Fada!,chibugo wife yemisi think done everything make marriage work despite disapproval parent embarrassing family secret deal serious blow,['Comedy']
Hôtel La Louisiane,film essentially talk freedom dignity freedom being choose live place inspiration accompanies dignity current owner remains true father promise,['Documentary']
Camel Caravan,group talented people live western region engage antiquated mysterious worktransporting good via camel call camel caravan time encounter breathtaking hunting killing everyone make choice loyalty betrayal,"['Action', 'Adventure']"
Supereroi,story couple anna cartoonist impulsive nonconformist personality marco physic teacher convinced everything ruled kind formula linked reason real superheroes need superpower love lifetime,"['Comedy', 'Romance']"
Camera Obscura,veteran war photographer ptsd see imminent death developed photo questioning already fragile sanity putting life love danger,"['Horror', 'Thriller']"
The First possession,tragic event killed mother two young men wyatt david leaving depressed even guilty mother death wyatt youngest brother try contact mother talk one last,['Horror']
Canal 54,norberto otero armengol torres space world week organizer proposes lucas start investigation parallel broadcast moon landing received radio amateur home avellaneda buenos aire province due armengols insistent conspiracy theory lucas investigates nature image meet elusive figure man becoming increasingly dark norberto otero,['Documentary']
Hijas De Cynisca,woman sport speak gender equality hijas de cynisca daughter cynisca documentary film gender inequality sport reflection society live give voice woman role model achieved great success career share story u expose inequality suggest idea eradication tell u much progress made much remains done change society anchored value become obsolete,['Documentary']
The Princes in the Tower: The New Evidence,richard iii kill nephew philippa langley rob rinder go continentcrossing journey investigate historical truth behind death richard iii young nephew prince edward richard based th,['Documentary']
Girlfriend Boyfriend,three rebellious student leave hometown pursue lifelong dream big city relationship start face pressure real life taiwanese sociopolitical reformation movement unfolds background,['Romance']
Aberrations,made cost average funeral come new batch supernatural revenge story cont cruels tradition original tale crypt creepshow bestselling horror novelist claire huston dawn duvurger sure way producing creepy story story steal dead master macabre using spirit board follows four story suspense terror though without consequence alice mona duvera encounter alltoo familiar ventriloquist doll bobby amber peach know something watching within wall home crazed sniper eric spudic us geocaching lure victim krystal stevenson akin man jc pennylegion attempt resurrect dead wife brought two grave robber denman power kirk jordan,['Horror']
Venezuela: The Fall of an Oil Giant,richest democracy latin america president nicolas maduro venezuela economic tailspin,"['Documentary', 'Short']"
Bhinna,kaveri aspiring actress obsessed process method acting solo trip someplace far away civilization take screenplay next project hoping get skin character sabbatical however event screenplay start resonance real life line fact fiction start blur kaveri find fix,['Thriller']
Clean,neat freak katie slobby fianc ben face considerable difference theyre hunted katies haunted robot vacuum cleaner suck ash murderer wake house party,"['Comedy', 'Horror']"
Searching for Sasquatch: The SHE-Squatchers Documentary,shesquatchers allfemale bigfoot research team mission prove existence legendary bigfoot hear got started search cryptids,"['Documentary', 'Adventure']"
The Pharm,sam afghanistan veteran turned pot farmer modifies strain cannabis grow rapid rate also drastically reduce cancer cell villainous mr black tipped order sniper attack sam entire team band henchman steal sam formula sell big pharma large pay day however black sniper plot keep sam alive order feed agenda,"['Action', 'Thriller']"
God Send Me a Man,stage play young lady keep dating wrong men friend family try make see shes wrong learns man really needed right front whole time,['Comedy']
Who You Think I Am,claire yearold divorced teacher creates fake facebook profile yearold woman find photo pretty young brunette online us created entirely fictional character originally spy ludo onandoff lover ludo accepts friend request people know personally get jo claire sends bestfriend alex friend request accepts pair begin exchange message fake friendship turn fake love affair claire love alex love fake profile want meet yearold beauty he chatting invents busy job professional trip even jealous ex love situation becomes unbearable claire torn impossibility love pain admit deception risk losing,['Romance']
Chasing the Moment,intensity experience reported athlete musician chef even rest u peak moment life chasing moment us tool documentary filmmaking,['Documentary']
Captain Maya and the Space Explorers,nick taffy funfilled mission outer space absorbing fact enjoying every minute esteemed professor mucus join via satellite learning kick warp speed join space explorer fun educational adventure kid grown ups alike,['Animation']
Companion,across postapocalyptic landscape haunted spirit guiltstricken woman must choose abandon husband die,['Horror']
How Playboy Changed the World,peek behind centerfold reveals hugh hefners men magazine became worldwide empire make case playboy challenged social convention men woman sex nudity,['Documentary']
The Silent Soldier and the Portrait,story one last living survivor sinking troopship leopoldville christmas eve daughter discovers father life saved twist fate secret kept hidden decade,['Documentary']
Nature's Boldest Thieves,presenter lucy cooke set explore phenomenon seagull fox squirrel badger living town stealing food starting seaside resort st ives cornwall lucy witness seagull swoop metre steal sandwich hand height summer season many snatch day tourist help bird expert professor graham martin steven portugal lucy set range test gps tagging discover exactly make seagull good thief lucy also go rustington sussex discovers fox population increasing dramatically set test discover whether given choice fox would choose jam sandwich sausage roll natural diet worm fruit lucy go hertfordshire encounter black squirrel variety grey squirrel spreading hertfordshire southern england observes tackling challenging homemade assault course built suburban garden order steal nut bird feeder explores unusual degree ankle joint squirrel make good thief back st ives lucy discovers badger outnumber fox town regularly eating food garden one family badger developed liking peanut butter sandwich number urban gull around uk urban fox badger increase lucy concludes phenomenon seagull badger fox squirrel living town stealing food stay human must learn live alongside,['Documentary']
Dirty Feathers,two homeless lover journey throughline dirty feather weave overwhelmed shelter forsaken landscape fervent echo unheard neglected,['Documentary']
We Never Travel Alone,human brain believed finite capacity active memory storage new information acquired potentially replace existing memory however rather erased prior memory temporarily,['Documentary']
Frost: War of the Ashics,alien war raging ashics harvesting alien planet across galaxy could stopped attacked frost battle much,['Animation']
Reva: Guna Guna,reva cheerful student suddenly change st birthday reva becomes moody doesnt want hang house mother two younger sibling killed sadistically reva declared murderer rehabilitated mental hospital devi revas best friend believe feel something reva hospital reva terrorized horrible supernatural doctor karina revas aunt always assures revas hallucination supernatural creature keep appearing try kill reva paranormal smuggled mental hospital discovered supernatural sent kill reva reva devi try find supernatural being sent reva supernatural revealed killed revas mother sister,['Horror']
Rat City,welcome rat city reviled millennium brown rat one familiar creature planet perhaps least understood know life mar rat navigate life earth rat city dive,['Documentary']
Bitter Lake,politician used confidence tell u story made sense chaos world event big story politician react randomly every new crisis leaving u bewildered disorientated bitter lake new adventurous epic film adam curtis explains big story politician tell u become simplified cant really see world longer narrative go world america britain russia saudi arabia country heart afghanistan afghanistan place confronted politician terrible truth cannot understand going longer film reveals force past thirty year rose undermined confidence politics understand world show strange dark role saudi arabia played bitter lake also experimental curtis taken unedited rush everything bbc ever shot afghanistan used new radical way tried build different emotional way depicting really happened afghanistan counterpoint thin narrow increasingly destructive story told power today,['Documentary']
Dreams from the Outback,kimberley west australia home various aboriginal community today transition causing limbo distress given others choose fight past present demon bring change better people dream outback best friend gabriel peter try keep ancient cultural tradition alive almost support rest community felicity struggle keep family together year drinking neglect teenager billy jordan brother meet first time boy spend day getting know exploring outback culture,['Documentary']
Chto tvoryat muzhchiny! 2,four friend back saddle time theyre returning big sex world also helping state important mission,['Comedy']
Hollywood Deal,former police officer decides return force investigate case lead expose big criminal organization los angeles,['Thriller']
Bad Day for the Cut,middleaged irish farmer still life home mother set mission revenge mother murdered,"['Action', 'Crime']"
Doors Open,mike mckenzie boredselfmade millionaire cheered learn art auctioneer laura stantonthe old flame allowed escape himis back edinburgh mike disdainful private art collector interested art expert professor gissing suggests theyalong banker allan cruikshankdevise plan swap priceless painting national gallery owned banking conglomerate clever forgery forgery left behindgiving impression thief abandoned haul fled single day gallery open public door open scheme trio plan use advantage mike brings board another old friendsmall time crook charlie callowaybut charlie debt gang bos known geordie want painting buy gang use fake fire drill pull theft anddespite getting locked galleryare successful laura return mikewho confesses done gissing doublecrossed othersabsconding painting leaving allancharlie mike mercy geordie laura save situation,['Crime']
Stick to the Script,rachael change heart boyfriend asks drive cross country drug money pleads stick script,['Romance']
Auerhaus,four troubled friend despite feeling live standardized life share flat sceptical look neighbour,"['Comedy', 'Romance']"
Ecstasis,married boudoir photographer ivy affair bohemian painter elia start passionate escape turn toxic soon becomes painful addiction shrouded secret unraveling thin line desire destruc,['Romance']
Fatima,three young child fatima portugal claimed virgin mary appeared revealed secret prediction abut fate world come true,['Documentary']
Amish Stud: The Eli Weaver Story,man call amish stud plot mistress murder wife horror conservative amish community,"['Crime', 'Thriller']"
Infernum,psychological horror delving one person soul camille traumatized since parent disappeared young year later condition ripe deja vu,['Horror']
Behind the Column,film examines career unsuccessful actor suddenly find pulled wing become leading stage director theatre struggle achieve dream battle keep company together set world modern theatrical life satire due nature certain sense surreal,['Comedy']
Bakur,bakur north documentary invite audience reflect war continuing decade give insightful look main subject pkk film follows life guerilla three different camp kurdish region north lie within turkish border,['Documentary']
Neurotic Loop,neurotic loop poignant exploration identity bond sister way life reflect distort deepest desire fear,['Horror']
Qué culpa tiene el tomate,get take seven director seven different country seven different culture point view first documentary kind show perspective seven talented latin american filmmaker capture condition cultural diversity popular produce market individual country,['Documentary']
Milli fjalls og fjöru,documentary iceland forest cover age examining reason nearcomplete destruction huge area natural woodland space century,['Documentary']
Lavakusa,cheerful cab driver lookalike fall love end making bad decision including kidnapping small child,['Romance']
The Foreigner,frenchman fall love hot temper bulgarian village girl following call heart start looking village life without knowing character language people living mistake change faith group people,"['Comedy', 'Romance']"
Seeds!,seed six chapter tell amazing story humble seed vantage seed people around world farmer scientist cook gardener brewer baristas chapter one go photographic adventure exquisite complexity seed world renounced seed artist robert llewellyn chapter two follow norman borlaug quest prevent famine seed process launched green revolution chapter three travel zambia see scientist naturally breeding vitamin maize crop help stave epidemic little micronutrient food chapter four author thor hanson take u journey day without seed crummy day chapter five see scientist around world use seed bank keep world agriculture thriving kind environmental challenge chapter six explore farmer policy maker andhra pradesh state india collaborating ensure highest quality seed always available widest variety cropsfrom cotton chilies coconut rice,['Documentary']
Back to the Jurassic,three curious kid accidentally trip eggshaped time machine operation find back million year middle nest dinosaur egg first thing see giant trex staring happy wonder theyre food theyre family kid real egg hatch find way back present facing prehistoric monster danger along way,"['Animation', 'Adventure', 'Comedy']"
Bulletproof Wings,front man ethan isaac enlists band edison armed force entertainment experiment boost plummeting troop morale iraq war embedding american rock group united state military front line personal unique documentary offering pov perspective battlefield civilian eye set emotional aftermath,['Documentary']
7 Couches,kicked ex girlfriend twentysomething michael couchsurfs around new york friend offer surefire plan help move life,['Comedy']
Full Frame,spineless photographer swept game life death stumbling upon dark deed notorious big shot neonoir thriller,"['Crime', 'Thriller']"
Top Dog,plus size actress whose search higher purpose lead unexpected new life working one hollywood top agency famous dog,['Comedy']
Ala Ninnu Cheri,girl born wealthy family fall boy driven towards goal proposing marriage chooses goal marry someone else achieve goal,"['Action', 'Romance']"
Murphy's Birthday,kenny try throw friend murphy birthday party one one friend bring new problem deal,['Comedy']
Round Trip Heart,yearold hachiko hojo work train attendant romance car doesnt selfconfidence romance encounter thief sends hachiko journey find estranged mother among tourist attraction hakone kanagawa prefecture,['Romance']
The Consequences,fabiola year old woman travel little island visit mother intuition tell nothing like seems secret could linked accident many year ago changed life,['Thriller']
El corredor nocturno,eduardo manager insurance company lot stress thats run especially explode one day returning unsuccessful business trip meet mysterious man airport present friend benefactor encourages eduardo change life free,['Thriller']
A Lifetime of Sundays,celebrating league th season championing woman played integral role history nfl film present unprecedented look history professional football eye four iconic female owner chicago bear virginia mccaskey detroit lion martha firestone ford kansa city chief norma hunt pittsburgh steelers patricia rooney narrated academy award winner regina king,['Documentary']
"Drills, Dentures and Dentistry: An Oral History",professor joanna bourke chart past five century dentistry transformed backstreet horror show gleaming modern science,['Documentary']
Coming of Age: The ANC 100 Years' of Struggle,african national congress anc grand old man liberation politics african continent mark centenary party nelson mandela stop consider epic past shaped south africa politica,['Documentary']
Gail S Halvorsen: The Berlin Candy Bomber,early day cold war courageous young pilot gail halvorsen volunteered fly food blocked city berlin upon meeting child beleaguered city lt halvorsen got idea drop candy landed c cargo plane templehof airport action endeared gail halvorsen child berlin people germany,['Documentary']
100 Years of Housing - Crisis Without End,written directed paul webster feature documentary decadebydecade look irish housing issue tackled since birth irish state went wrong,['Documentary']
The World Is Mine,western cosplayer costume player popular cyber diva hatsune miku move tokyo get know otaku community obsessive manga fan journey explores identity cosplay fandom cyber diva hatsune miku epitomizing collective fantasy fan created film demonstrate relevance behavior globally term collective fantasy voice over woven lyric fan wrote hatsune miku,['Documentary']
A Question of Violence,bomb way freedom difficult decision leader liberation movement countless innocent people could lose life albert luthuli leader african national congress anc embarked armed struggle timing could worse nobel peace prize first african dilemma faced decision maker political conflict world ever justifiable resort violence,['Documentary']
Chandigarh Amritsar Chandigarh,girl chandigarh come amritsar intention rejecting prospective groom end spending day boy amritsar constant chatter exasperates share curious chemistry nevertheless clash city belief ideology almost every thing talk bout culture bashing despite many scenario could gone separate way endup spending day together finally decides return without meeting prospective groom leaf note boy boy girl part way memory day meet,"['Comedy', 'Romance']"
Tomorrow You're Gone,charlie rankin recently released prison seek vengeance jailhouse mentor william buddha pettigrew along way meet ethereal yet streetwise florence jane embark unlikely road trip careening towards unlikely redemption uncertain resolution,['Thriller']
One Pandemic Day,tuesday april world day covid global pandemic oakville ontario canada community wake another day home isolation uncertainty boredom financial stress worry procrastinating teen uncooperative banana bread recipe unique documentary feature life group footage recorded using smartphones camera go behind scene small business owner essential worker parent student child political leader many relevant timely film provides u upclose personal view one pandemic day go history forever,['Documentary']
Der Knochenmann,private investigator brenner handling case grillstation lschenkohl find besides chicken also meatthat doesnt belong good meal,"['Comedy', 'Crime', 'Thriller']"
Dark Son: The Hunt for a Serial Killer,documentary following investigation solve jack stripper murder biggest unsolved serial murder case british criminal history,"['Documentary', 'Crime']"
Alreadymade,search truth behind fountain reflection art attempt bring elsa von freytagloringhoven life,['Documentary']
Snowbirds,snowbird midlength documentary reach golden age canadian living florida winter season growing trend entire generation migrating tropic seeking leisure society entertain tenderness humor sociological documentary go heart daily life painting human portrait typically canadian social phenomenon welcome french district florida snowbird paradise,['Documentary']
Unseen,childbirth trauma seen case woman different countriesthe documentary argues silence pressure greeted woman situation,['Documentary']
Olmaz Oluversin Gari,sisman fall pit dug treasure hunter gendarmerie come excavation area see historical artifact pit archaeologist come sadris house sculpture field,"['Comedy', 'Romance']"
Blood on Her Name,woman panicked decision cover accidental killing spin control conscience demand return dead man body family,"['Action', 'Crime']"
IL DOTTORE - A doctor for life,doctor stephan von arx md retiring initial shock get talk course practice il dottore evolved doctor school medicine doctor complementary medicine famil,['Documentary']
Lunarcy!,wry humor affection simon ennis lunarcy follows disparate group dreamer schemer one thing common theyve devoted life moon young man who resolved depart luna permanently exventriloquist who made million selling moon lot,"['Documentary', 'Comedy']"
Rise of the Footsoldier 3,notorious gangster pat tate rise rank essex criminal underworld prequel rise footsoldier franchise,"['Action', 'Comedy', 'Crime']"
Taskara,mystery hacker steal rbi central bank india main plot movie movie show anonymous hacker recording video taunting official raw agency india movie move india uk brazil begin year movie financial crime thriller,['Thriller']
Light Years,thirtysomething man go annual cosmic vision quest visit dead friend stick get stuck spoke psychedelia every face friend family alike look back dead friend,['Adventure']
Camp Ground,camp gang new teen come town make gang didnt know two member traitor actually new member rival gang,['Crime']
Who Is Henrietta?,pilot tv series henrietta arrives wormhole alien friend eanie meanie changeling geegle trickster,['Animation']
Vanam,magizhs roomates suicide one one fine art college story revolves around relativity history continuing suicide magizh jasmine untie knot,"['Horror', 'Thriller']"
Nymphadelle,long time ago medieval world aegeus son lord theron forced hide forest murder parent political reason meet young woman asteria decides follow journey,['Adventure']
A Genuine Forger,one world notorious art forger guy ribes profiled documentary three decade ribes scored major deal selling work picasso matisse legend twist ribes painted facsimile work fake heir ruthless dealer life guy ribes genuine forger,['Documentary']
The Jinglebell Jubilee,city manager recruit help childhood friend setting right town christmas charity event get work setting close friend,['Romance']
Erase and Forget,bo gritz one america highest decorated vietnam veteran medium turned real life inspiration behind rambo also killed people turned washington moved nevada desert sleep many weapon filmed ten year using impressive visual material zimmermans portrait bo embodies contemporary american society dizzying complexity contradiction,['Documentary']
"Kionte Storey, Athlete",kionte storey grew stockton california foster home adopted age enlisted soon thereafter marine served two tour one iraq second afghanistan raid helmand province th person narrow hallway stepped ied suffering loss right leg major trauma left leg including permanent nerve damage traumatic brain injury ptsd along addiction drug recurring thought suicide one day going mobility exercise new prosthetic leg track coach noticed asked ever run track kionte hadnt one question changed life vowed best could fulltime night job fbi train day day towards goal gaining slot international paralympic team want travel world help others overcome challenge best,['Documentary']
